,USD,EUR,JPY,GBP,CNY,CAD,CHF
2005-06-16,9653.0,11681.1,8838.93,17571.36,,7796.62,7586.45
2005-06-17,9673.0,11712.07,8881.65,17630.01,,7822.25,7605.16
2005-06-20,9651.0,11795.45,8876.12,17629.48,,7841.24,7641.94
2005-06-21,9698.0,11781.13,8875.26,17687.21,,7842.47,7635.02
2005-06-22,9688.0,11786.42,8929.03,17707.73,,7860.45,7643.39
2005-06-23,9693.0,11762.46,8928.7,17671.31,,7845.41,7628.68
2005-06-24,9698.0,11664.75,8900.51,17610.6,,7867.92,7575.38
2005-06-27,9703.0,11765.86,8877.4,17698.27,,7870.06,7632.95
2005-06-28,9713.0,11816.84,8874.37,17746.62,,7880.73,7661.3
2005-06-29,9749.0,11754.37,8856.29,17713.93,,7915.72,7612.84
2005-06-30,9762.0,11794.45,8844.79,17636.03,,7941.1,7617.64
2005-07-01,9809.0,11858.1,8844.11,17566.94,,7996.9,7648.34
2005-07-04,9847.0,11743.53,8822.69,17363.22,,7904.79,7585.7
2005-07-05,9909.0,11808.56,8885.4,17453.71,,7982.12,7607.68
2005-07-06,9844.0,11725.19,8820.79,17288.03,,7925.29,7549.08
2005-07-07,9849.0,11744.93,8779.64,17262.34,,7967.16,7557.55
2005-07-08,9854.0,11765.68,8774.71,17172.57,,8012.03,7590.51
2005-07-11,9789.0,11730.16,8744.86,17060.27,,8032.33,7542.18
2005-07-12,9804.0,11904.02,8803.88,17289.35,,8089.11,7657.58
2005-07-13,9799.0,11964.58,8818.39,17387.35,,8129.93,7689.11
2005-07-14,9864.0,11901.9,8816.59,17374.45,,8158.81,7635.27
2005-07-15,9859.0,11924.46,8790.91,17337.05,,8154.67,7652.72
2005-07-18,9829.0,11841.98,8756.35,17231.22,,8055.9,7592.31
2005-07-19,9852.0,11874.62,8800.36,17216.37,,8083.36,7601.85
2005-07-20,9879.0,11944.7,8747.12,17197.36,,8110.84,7632.7
2005-07-21,9869.0,12020.44,8768.55,17229.3,,8090.67,7699.33
2005-07-22,9814.0,11944.62,8834.28,17197.07,,8070.72,7640.92
2005-07-25,9859.0,11875.17,8837.4,17119.17,,8086.45,7597.29
2005-07-26,9869.0,11876.35,8829.74,17208.58,,8100.63,7603.24
2005-07-27,9874.0,11866.57,8764.42,17149.16,,8021.77,7595.97
2005-07-28,9874.0,11920.88,8784.7,17209.39,,7987.38,7623.53
2005-07-29,9868.0,11975.8,8793.44,17318.34,,8020.81,7681.77
2005-08-01,9845.0,11974.47,8759.68,17327.2,,8049.22,7660.29
2005-08-02,9827.0,12009.58,8792.95,17414.43,,8102.74,7710.47
2005-08-03,9804.0,11928.53,8774.72,17324.65,,8059.19,7658.78
2005-08-04,9796.0,12087.28,8826.82,17423.17,,8071.19,7760.44
2005-08-05,9784.0,12108.68,8787.5,17417.48,,8054.66,7771.86
2005-08-08,9804.0,12097.16,8721.64,17393.28,,8059.19,7752.04
2005-08-09,9824.0,12162.11,8787.12,17563.35,,8103.6,7811.7
2005-08-10,9834.0,12153.84,8828.44,17591.06,,8099.83,7800.43
2005-08-11,9799.0,12151.74,8876.71,17618.6,,8105.05,7811.08
2005-08-12,9859.0,12288.26,8979.05,17843.8,,8200.12,7913.16
2005-08-15,9899.0,12261.81,9009.58,17898.77,,8262.11,7902.57
2005-08-16,9944.0,12263.94,9090.41,17966.82,,8259.82,7903.35
2005-08-17,9944.0,12263.94,9090.41,17966.82,,8259.82,7903.35
2005-08-18,9990.0,12266.72,9073.57,18042.94,,8239.18,7921.03
2005-08-19,10020.0,12207.37,9078.55,17976.88,,8234.71,7887.28
2005-08-22,10040.0,12232.74,9107.4,18060.96,,8289.98,7892.46
2005-08-23,10110.0,12348.35,9205.14,18199.01,,8398.41,7950.61
2005-08-24,10216.0,12479.87,9252.79,18348.96,,8521.14,8033.34
2005-08-25,10372.0,12753.41,9420.53,18715.24,,8727.7,8225.22
2005-08-26,10447.0,12850.85,9474.02,18817.14,,8767.2,8311.06
2005-08-29,10457.0,12884.07,9484.81,18885.34,,8769.71,8338.25
2005-08-30,10854.0,13261.42,9787.2,19469.91,,9054.05,8567.37
2005-08-31,10291.0,12588.98,9257.83,18401.34,,8632.67,8117.85
2005-09-01,10502.0,12958.42,9486.9,18929.86,,8831.89,8372.8
2005-09-02,10502.0,12958.42,9486.9,18929.86,,8831.89,8372.8
2005-09-05,10346.0,13013.2,9481.3,19122.51,,8715.36,8444.34
2005-09-06,10402.0,12999.38,9525.64,19168.81,,8738.24,8421.31
2005-09-07,10397.0,12948.42,9469.03,19112.81,,8728.91,8383.33
2005-09-08,10412.0,12933.79,9453.42,19117.47,,8770.95,8380.55
2005-09-09,10362.0,12873.75,9383.32,19050.54,,8782.1,8341.65
2005-09-12,10161.0,12564.08,9270.99,18661.69,,8623.44,8141.83
2005-09-13,10156.0,12496.96,9211.79,18500.17,,8572.63,8089.21
2005-09-14,10054.0,12362.4,9100.29,18363.63,,8508.8,7992.69
2005-09-15,10065.0,12299.43,9102.01,18307.23,,8513.79,7960.3
2005-09-16,10171.0,12457.44,9182.92,18385.1,,8580.23,8039.68
2005-09-19,10206.0,12420.7,9152.54,18417.75,,8646.22,8010.36
2005-09-20,10211.0,12421.68,9169.36,18414.52,,8743.79,7996.71
2005-09-21,10261.0,12467.12,9168.16,18469.8,,8785.1,8027.07
2005-09-22,10261.0,12516.37,9184.57,18541.63,,8785.1,8059.22
2005-09-23,10256.0,12465.14,9195.73,18370.55,,8752.35,8021.27
2005-09-26,10276.0,12355.86,9145.6,18218.32,,8764.18,7932.07
2005-09-27,10286.0,12376.12,9129.32,18242.22,,8777.95,7945.93
2005-09-28,10346.0,12437.96,9140.38,18301.04,,8765.57,7991.66
2005-09-29,10467.0,12620.06,9262.01,18511.94,,8917.19,8112.7
2005-09-30,10362.0,12484.14,9171.53,18260.95,,8846.58,8017.64
2005-10-03,10352.0,12358.22,9064.0,18154.3,,8887.36,7946.57
2005-10-04,10316.0,12294.61,9041.19,18114.9,,8860.26,7919.55
2005-10-05,10176.0,12148.11,8931.02,17929.09,,8679.63,7832.51
2005-10-06,10080.0,12150.43,8848.31,17870.83,,8534.42,7857.81
2005-10-07,10105.0,12300.82,8912.51,17950.52,,8559.21,7939.81
2005-10-10,10090.0,12236.14,8871.11,17765.46,,8583.58,7893.3
2005-10-11,10156.0,12221.73,8903.3,17800.42,,8640.46,7896.74
2005-10-12,10161.0,12169.83,8870.36,17724.85,,8635.17,7862.12
2005-10-13,10181.0,12204.98,8870.79,17788.24,,8691.31,7892.25
2005-10-14,10191.0,12250.6,8898.11,17877.05,,8629.13,7901.84
2005-10-17,10148.0,12283.14,8911.92,17970.08,,8583.27,7917.61
2005-10-18,10171.0,12209.27,8824.4,17816.54,,8604.91,7854.66
2005-10-19,10161.0,12121.06,8774.61,17742.12,,8617.59,7798.76
2005-10-20,10151.0,12151.76,8784.94,17878.96,,8625.2,7825.32
2005-10-21,10125.0,12184.43,8782.2,17977.95,,8616.29,7880.6
2005-10-24,10123.0,12077.75,8735.01,17878.23,,8538.29,7821.82
2005-10-25,10100.0,12085.66,8752.17,17842.66,,8512.43,7834.32
2005-10-26,10020.0,12122.2,8700.94,17870.67,,8514.62,7842.22
2005-10-27,10030.0,12133.29,8668.22,17870.45,,8602.06,7845.13
2005-10-28,10045.0,12197.64,8716.59,17926.31,,8575.94,7892.05
2005-10-31,10140.0,12238.98,8768.59,18004.58,,8622.45,7921.88
2005-11-01,10201.0,12225.9,8759.98,18052.71,,8641.25,7908.98
2005-11-02,10201.0,12225.9,8759.98,18052.71,,8641.25,7908.98
2005-11-03,10201.0,12225.9,8759.98,18052.71,,8641.25,7908.98
2005-11-04,10201.0,12225.9,8759.98,18052.71,,8641.25,7908.98
2005-11-07,10201.0,12225.9,8759.98,18052.71,,8641.25,7908.98
2005-11-08,10201.0,12225.9,8759.98,18052.71,,8641.25,7908.98
2005-11-09,10090.0,11873.91,8604.08,17586.87,,8490.41,7691.13
2005-11-10,10030.0,11803.3,8523.84,17485.3,,8456.29,7656.49
2005-11-11,10020.0,11717.39,8508.83,17462.86,,8424.42,7626.73
2005-11-14,10050.0,11799.71,8525.62,17521.17,,8434.75,7668.24
2005-11-15,10070.0,11779.89,8447.86,17506.7,,8440.91,7646.17
2005-11-16,10045.0,11775.75,8444.72,17435.11,,8419.24,7626.6
2005-11-17,10070.0,11750.68,8456.5,17293.21,,8436.66,7598.28
2005-11-18,10105.0,11873.38,8494.45,17383.63,,8499.45,7668.08
2005-11-21,10151.0,11954.83,8510.23,17425.21,,8533.12,7719.98
2005-11-22,10100.0,11845.28,8483.83,17339.68,,8536.89,7654.41
2005-11-23,10115.0,11935.7,8519.33,17401.85,,8621.72,7708.43
2005-11-24,10100.0,11936.18,8514.58,17410.38,,8618.48,7699.93
2005-11-25,10110.0,11899.47,8482.26,17406.39,,8619.66,7672.46
2005-11-28,10112.0,11831.04,8442.14,17312.76,,8653.09,7651.91
2005-11-29,10090.0,11929.41,8457.67,17398.19,,8626.88,7708.17
2005-11-30,10085.0,11881.14,8435.1,17331.07,,8627.77,7677.38
2005-12-01,10080.0,11884.32,8415.43,17429.33,,8636.79,7667.15
2005-12-02,10085.0,11827.69,8368.6,17455.12,,8646.26,7650.58
2005-12-05,10055.0,11767.37,8287.32,17411.24,,8651.7,7622.62
2005-12-06,10005.0,11792.89,8273.38,17426.71,,8651.85,7652.01
2005-12-07,9929.0,11689.41,8201.72,17259.58,,8572.05,7593.88
2005-12-08,9859.0,11549.82,8161.42,17101.42,,8502.8,7500.76
2005-12-09,9794.0,11561.82,8121.06,17151.25,,8460.61,7526.9
2005-12-12,9784.0,11586.21,8096.66,17203.21,,8459.28,7531.95
2005-12-13,9789.0,11717.43,8173.17,17399.95,,8509.95,7606.06
2005-12-14,9829.0,11824.29,8273.57,17451.39,,8576.04,7667.52
2005-12-15,9864.0,11848.64,8419.26,17494.79,,8570.68,7705.05
2005-12-16,9904.0,11840.23,8542.35,17477.59,,8555.63,7668.6
2005-12-19,9980.0,11996.96,8591.6,17682.56,,8615.33,7741.23
2005-12-20,9884.0,11860.8,8494.33,17411.65,,8465.23,7641.87
2005-12-21,9917.0,11780.4,8483.32,17427.14,,8468.83,7582.96
2005-12-22,9859.0,11665.17,8394.93,17201.0,,8452.5,7507.04
2005-12-23,9889.0,11744.18,8483.31,17198.95,,8480.4,7541.95
2005-12-26,9889.0,11725.39,8512.52,17147.53,,8474.59,7525.3
2005-12-27,9874.0,11692.79,8434.99,17095.84,,8458.11,7513.32
2005-12-28,9907.0,11732.86,8442.27,17128.21,,8449.47,7529.26
2005-12-29,9889.0,11716.49,8386.19,17010.07,,8481.86,7515.58
2005-12-30,9879.0,11720.45,8384.82,17033.37,,8492.22,7528.58
2006-01-02,9844.0,11666.12,8370.75,16966.13,,8462.86,7491.06
2006-01-03,9824.0,11665.02,8371.54,16961.14,,8445.67,7503.25
2006-01-04,9718.0,11729.63,8397.86,17023.99,,8411.67,7561.47
2006-01-05,9698.0,11743.31,8345.96,17039.39,,8451.42,7587.83
2006-01-06,9643.0,11659.35,8301.48,16909.96,,8294.34,7543.61
2006-01-09,9507.0,11550.05,8343.87,16827.39,,8159.11,7485.83
2006-01-10,9507.0,11550.05,8343.87,16827.39,,8159.11,7485.83
2006-01-11,9548.0,11523.48,8334.5,16828.35,,8203.45,7456.46
2006-01-12,9432.0,11457.05,8269.33,16657.86,,8152.82,7405.78
2006-01-13,9437.0,11366.87,8239.76,16616.67,,8122.74,7342.83
2006-01-16,9417.0,11438.83,8254.73,16733.07,,8121.6,7382.99
2006-01-17,9517.0,11522.23,8279.97,16804.17,,8209.97,7429.93
2006-01-18,9542.0,11546.77,8255.75,16834.95,,8199.0,7447.71
2006-01-19,9527.0,11527.67,8267.09,16780.86,,8148.31,7434.26
2006-01-20,9432.0,11391.97,8159.17,16561.65,,8100.31,7330.95
2006-01-23,9462.0,11588.11,8242.16,16863.18,,8216.39,7475.71
2006-01-24,9487.0,11660.47,8276.19,16942.83,,8242.4,7534.75
2006-01-25,9512.0,11669.32,8272.02,16958.94,,8253.36,7536.65
2006-01-26,9402.0,11525.91,8136.03,16791.97,,8165.0,7439.47
2006-01-27,9417.0,11488.74,8101.34,16757.55,,8185.85,7413.21
2006-01-30,9442.0,11420.1,8050.13,16700.07,,8220.44,7354.16
2006-01-31,9442.0,11420.1,8050.13,16700.07,,8220.44,7354.16
2006-02-01,9367.0,11383.72,7992.32,16664.83,,8223.16,7324.84
2006-02-02,9382.0,11326.89,7936.72,16655.86,,8219.01,7285.29
2006-02-03,9357.0,11318.23,7904.87,16654.52,,8169.91,7277.75
2006-02-06,9326.0,11222.91,7861.42,16438.94,,8152.81,7216.59
2006-02-07,9266.0,11085.84,7783.28,16196.97,,8080.58,7118.38
2006-02-08,9276.0,11110.79,7861.68,16190.33,,8048.59,7148.03
2006-02-09,9271.0,11098.31,7823.63,16171.41,,8063.84,7140.33
2006-02-10,9246.0,11077.63,7805.17,16126.87,,8072.99,7114.5
2006-02-13,9276.0,11033.8,7876.37,16158.79,,8038.13,7091.74
2006-02-14,9279.0,11048.51,7901.73,16163.09,,8028.9,7099.46
2006-02-15,9261.0,11043.74,7871.65,16080.8,,8027.91,7086.78
2006-02-16,9266.0,11012.64,7865.21,16129.33,,8003.8,7072.74
2006-02-17,9271.0,11018.58,7845.48,16096.31,,8003.97,7064.7
2006-02-20,9276.0,11105.23,7861.02,16191.26,,8065.39,7102.06
2006-02-21,9286.0,11074.48,7832.98,16184.57,,8088.85,7095.05
2006-02-22,9311.0,11104.3,7859.37,16259.8,,8116.99,7121.22
2006-02-23,9382.0,11171.15,7929.34,16350.95,,8164.65,7150.37
2006-02-24,9296.0,11081.76,7968.46,16290.31,,8065.94,7103.23
2006-02-27,9316.0,11046.91,8028.27,16243.38,,8098.05,7062.93
2006-02-28,9276.0,10987.42,7965.65,16134.67,,8131.85,7013.99
2006-03-01,9216.0,11005.75,7955.11,16175.92,,8104.12,7037.8
2006-03-02,9246.0,11020.31,7953.55,16174.03,,8147.69,7040.28
2006-03-03,9241.0,11106.76,7936.28,16186.54,,8166.31,7100.81
2006-03-06,9243.0,11160.0,7921.67,16254.74,,8146.48,7147.39
2006-03-07,9241.0,11091.05,7862.67,16152.34,,8106.14,7107.91
2006-03-08,9326.0,11090.48,7936.35,16201.13,,8120.16,7104.98
2006-03-09,9417.0,11235.42,7992.7,16359.21,,8149.01,7199.54
2006-03-10,9352.0,11130.75,7890.65,16233.2,,8071.11,7111.25
2006-03-13,9291.0,11099.96,7814.13,16044.63,,8012.25,7061.64
2006-03-14,9256.0,11077.58,7805.04,16058.23,,7994.47,7061.34
2006-03-15,9189.0,11052.53,7821.09,16053.18,,7952.4,7056.52
2006-03-16,9189.0,11081.02,7820.43,16054.1,,7958.6,7087.0
2006-03-17,9216.0,11214.95,7893.79,16172.24,,7990.29,7139.76
2006-03-20,9176.0,11172.7,7890.62,16092.62,,7903.53,7108.22
2006-03-21,9176.0,11139.66,7879.1,16090.12,,7907.62,7092.83
2006-03-22,9166.0,11082.61,7812.15,16011.17,,7870.51,7041.02
2006-03-23,9135.0,11014.07,7816.38,15936.01,,7828.43,6987.68
2006-03-24,9156.0,10961.56,7771.84,15894.82,,7852.49,6956.39
2006-03-27,9140.0,10998.16,7832.05,15943.82,,7824.67,6978.16
2006-03-28,9075.0,10896.35,7773.02,15853.12,,7768.36,6928.54
2006-03-29,9120.0,10947.65,7737.34,15900.72,,7796.87,6968.75
2006-03-30,9120.0,10947.65,7737.34,15900.72,,7796.87,6968.75
2006-03-31,9120.0,10947.65,7737.34,15900.72,,7796.87,6968.75
2006-04-03,9090.0,10995.26,7703.39,15765.7,,7777.21,6960.18
2006-04-04,9055.0,10992.77,7690.02,15743.93,,7715.58,6937.63
2006-04-05,9040.0,11092.08,7720.56,15884.18,,7775.33,7013.73
2006-04-06,9045.0,11111.78,7707.71,15856.79,,7792.71,7041.1
2006-04-07,9050.0,11048.24,7687.08,15853.79,,7843.65,7006.27
2006-04-10,9050.0,11048.24,7687.08,15853.79,,7843.65,7006.27
2006-04-11,9035.0,10935.06,7626.4,15749.81,,7864.04,6934.0
2006-04-12,9040.0,10994.45,7660.37,15832.66,,7901.41,6975.31
2006-04-13,9055.0,10957.46,7640.71,15859.83,,7885.57,6975.36
2006-04-14,9055.0,10957.46,7640.71,15859.83,,7885.57,6975.36
2006-04-17,9030.0,11001.25,7640.24,15878.35,,7864.48,6995.12
2006-04-18,9025.0,11069.16,7658.04,15985.08,,7880.03,7057.95
2006-04-19,9015.0,11134.43,7712.38,16063.83,,7909.28,7103.46
2006-04-20,8955.0,11068.38,7623.87,16024.97,,7878.76,7058.41
2006-04-21,8945.0,11011.3,7608.88,15920.31,,7852.69,6998.12
2006-04-24,8889.0,10980.58,7678.15,15877.53,,7815.88,6981.07
2006-04-25,8849.0,10950.64,7728.38,15803.43,,7783.45,6969.36
2006-04-26,8879.0,11031.27,7725.57,15867.66,,7849.88,6999.05
2006-04-27,8854.0,11028.54,7717.92,15803.5,,7851.38,6973.85
2006-04-28,8819.0,11046.68,7712.29,15877.73,,7846.09,6997.54
2006-05-01,8829.0,11144.85,7804.99,16104.98,,7905.62,7123.03
2006-05-02,8814.0,11095.06,7757.44,16080.26,,7904.22,7102.34
2006-05-03,8811.0,11144.15,7782.88,16237.79,,7991.11,7137.3
2006-05-04,8819.0,11141.04,7756.38,16232.25,,7950.06,7131.07
2006-05-05,8829.0,11207.53,7765.85,16345.13,,7955.49,7186.81
2006-05-08,8779.0,11177.42,7865.78,16346.5,,7941.92,7165.36
2006-05-09,8804.0,11169.63,7869.85,16341.1,,7913.0,7158.31
2006-05-10,8769.0,11191.0,7890.05,16365.58,,7970.37,7187.12
2006-05-11,8784.0,11185.55,7902.83,16303.1,,7950.04,7177.64
2006-05-12,8764.0,11260.86,7946.32,16506.99,,7956.42,7231.02
2006-05-15,8939.0,11559.02,8161.32,16959.07,,8056.06,7464.72
2006-05-16,9221.0,11816.71,8362.96,17360.38,,8286.3,7619.4
2006-05-17,9105.0,11709.94,8318.87,17200.26,,8230.88,7545.37
2006-05-18,9276.0,11842.67,8382.43,17497.32,,8321.52,7650.94
2006-05-19,9196.0,11807.66,8292.16,17401.59,,8209.25,7613.21
2006-05-22,9321.0,11870.29,8307.49,17448.91,,8306.75,7640.79
2006-05-23,9367.0,12053.46,8391.87,17653.05,,8397.88,7781.84
2006-05-24,9357.0,11977.9,8347.01,17593.03,,8346.27,7732.42
2006-05-25,9357.0,11977.9,8347.01,17593.03,,8346.27,7732.42
2006-05-26,9357.0,11977.9,8347.01,17593.03,,8346.27,7732.42
2006-05-29,9306.0,11867.94,8290.42,17314.74,,8423.24,7601.7
2006-05-30,9271.0,11842.78,8246.02,17257.97,,8391.56,7586.12
2006-05-31,9266.0,11919.78,8262.15,17442.32,,8428.23,7647.11
2006-06-01,9306.0,11899.58,8267.59,17372.44,,8443.88,7622.25
2006-06-02,9326.0,11950.34,8278.0,17398.59,,8448.99,7644.26
2006-06-05,9286.0,12014.23,8318.3,17495.75,,8439.52,7698.56
2006-06-06,9347.0,12056.7,8318.8,17497.58,,8442.02,7735.66
2006-06-07,9402.0,12068.41,8321.09,17520.63,,8452.76,7743.37
2006-06-08,9442.0,12069.71,8307.96,17516.8,,8476.52,7725.41
2006-06-09,9492.0,11997.89,8328.51,17492.81,,8470.46,7698.92
2006-06-12,9457.0,11942.3,8291.25,17415.07,,8550.63,7671.78
2006-06-13,9487.0,11934.65,8291.38,17468.41,,8632.39,7688.63
2006-06-14,9568.0,12011.67,8312.77,17563.02,,8603.54,7725.47
2006-06-15,9457.0,11933.79,8231.35,17456.68,,8494.57,7683.0
2006-06-16,9367.0,11846.44,8171.51,17355.18,,8430.38,7620.4
2006-06-19,9392.0,11817.01,8121.05,17316.97,,8362.57,7595.02
2006-06-20,9457.0,11889.34,8191.42,17407.5,,8425.69,7621.08
2006-06-21,9392.0,11857.4,8201.19,17345.15,,8422.56,7604.86
2006-06-22,9372.0,11872.45,8161.63,17290.4,,8475.72,7602.21
2006-06-23,9452.0,11880.22,8139.15,17282.04,,8443.81,7598.68
2006-06-26,9452.0,11831.07,8119.58,17205.48,,8428.75,7578.58
2006-06-27,9427.0,11888.39,8131.63,17213.7,,8410.21,7598.13
2006-06-28,9402.0,11829.6,8096.8,17145.49,,8375.95,7565.18
2006-06-29,9382.0,11774.41,8051.15,17048.03,,8355.15,7527.88
2006-06-30,9347.0,11882.84,8137.73,17137.72,,8426.79,7585.62
2006-07-03,9211.0,11771.66,8038.22,17006.27,,8250.63,7521.64
2006-07-04,9125.0,11684.56,7963.87,16827.41,,8205.94,7456.89
2006-07-05,9120.0,11659.01,7933.19,16815.46,,8236.25,7443.68
2006-07-06,9196.0,11708.35,7961.22,16880.18,,8267.55,7468.53
2006-07-07,9115.0,11648.05,7915.76,16749.72,,8196.94,7420.83
2006-07-10,9080.0,11613.32,7974.01,16796.18,,8145.69,7418.91
2006-07-11,9075.0,11566.09,7963.32,16735.21,,8084.63,7382.85
2006-07-12,9080.0,11586.08,7937.76,16751.69,,8021.2,7400.16
2006-07-13,9135.0,11616.07,7924.87,16772.77,,8061.95,7409.36
2006-07-14,9256.0,11739.38,7995.16,17042.15,,8181.74,7523.98
2006-07-17,9256.0,11684.77,7955.99,16996.79,,8207.13,7493.52
2006-07-18,9291.0,11643.48,7950.54,16919.84,,8238.16,7521.86
2006-07-19,9281.0,11595.68,7915.57,16948.96,,8166.3,7401.71
2006-07-20,9206.0,11613.37,7887.25,16994.28,,8121.75,7388.44
2006-07-21,9191.0,11624.78,7865.64,16989.56,,8114.24,7398.37
2006-07-24,9216.0,11662.85,7901.23,17091.07,,8093.44,7425.67
2006-07-25,9206.0,11616.13,7881.85,16988.75,,8064.83,7378.38
2006-07-26,9176.0,11540.66,7839.38,16897.6,,8035.73,7326.73
2006-07-27,9120.0,11601.55,7845.16,16910.3,,8040.2,7349.5
2006-07-28,9140.0,11594.09,7890.87,16968.41,,8045.07,7375.73
2006-07-31,9115.0,11627.09,7953.06,16977.6,,8064.23,7395.54
2006-08-01,9130.0,11646.23,7964.06,17036.58,,8076.79,7408.91
2006-08-02,9146.0,11728.83,8001.75,17167.96,,8092.37,7458.82
2006-08-03,9176.0,11713.16,8002.09,17230.69,,8142.53,7439.6
2006-08-04,9135.0,11696.45,7937.96,17241.4,,8121.44,7420.19
2006-08-07,9105.0,11731.79,7960.31,17367.79,,8099.09,7459.45
2006-08-08,9125.0,11700.99,7932.02,17378.56,,8153.87,7439.87
2006-08-09,9140.0,11689.15,7903.16,17362.34,,8127.33,7425.46
2006-08-10,9120.0,11750.21,7921.48,17390.02,,8143.58,7449.15
2006-08-11,9100.0,11624.34,7876.74,17226.3,,8072.39,7362.46
2006-08-14,9135.0,11647.13,7858.74,17306.26,,8139.53,7375.86
2006-08-15,9146.0,11641.03,7846.6,17285.03,,8104.56,7371.05
2006-08-16,9140.0,11688.23,7871.85,17311.16,,8140.36,7387.65
2006-08-17,9140.0,11688.23,7871.85,17311.16,,8140.36,7387.65
2006-08-18,9140.0,11688.23,7871.85,17311.16,,8140.36,7387.65
2006-08-21,9140.0,11688.23,7871.85,17311.16,,8140.36,7387.65
2006-08-22,9120.0,11728.32,7852.59,17242.27,,8152.32,7427.92
2006-08-23,9125.0,11676.35,7842.72,17227.09,,8181.66,7388.07
2006-08-24,9171.0,11708.62,7882.25,17344.2,,8242.11,7415.1
2006-08-25,9166.0,11702.23,7861.06,17304.49,,8263.61,7400.29
2006-08-28,9186.0,11736.95,7841.23,17355.11,,8288.37,7423.03
2006-08-29,9156.0,11733.41,7833.01,17374.43,,8250.14,7428.2
2006-08-30,9125.0,11702.81,7811.16,17317.43,,7236.3,7422.32
2006-08-31,9146.0,11737.06,7807.08,17424.04,,8249.3,7448.49
2006-09-01,9135.0,11696.45,7798.36,17394.87,,8269.96,7417.78
2006-09-04,9120.0,11724.67,7813.57,17394.58,,8251.15,7426.11
2006-09-05,9115.0,11709.13,7870.65,17359.52,,8232.48,7406.35
2006-09-06,9135.0,11711.07,7856.71,17310.83,,8219.36,7407.56
2006-09-07,9140.0,11726.62,7829.36,17248.09,,8271.49,7413.42
2006-09-08,9146.0,11642.86,7862.12,17145.09,,8237.41,7358.0
2006-09-11,9181.0,11631.41,7864.49,17127.16,,8189.28,7355.39
2006-09-12,9186.0,11676.32,7810.56,17157.61,,8194.47,7386.03
2006-09-13,9201.0,11669.63,7801.42,17228.87,,8208.58,7336.74
2006-09-14,9156.0,11627.2,7798.98,17194.97,,8180.11,7330.66
2006-09-15,9176.0,11673.71,7802.72,17311.44,,8203.84,7324.39
2006-09-18,9171.0,11597.65,7780.61,17237.81,,8190.59,7297.68
2006-09-19,9191.0,11693.71,7786.34,17292.87,,8220.93,7359.87
2006-09-20,9226.0,11698.57,7866.64,17373.48,,8189.24,7375.24
2006-09-21,9186.0,11686.43,7841.23,17378.07,,8147.95,7363.53
2006-09-22,9221.0,11790.89,7923.86,17538.34,,8238.92,7425.51
2006-09-25,9231.0,11818.45,7932.46,17567.52,,8267.06,7483.58
2006-09-26,9281.0,11835.13,7977.48,17643.18,,8314.82,7495.56
2006-09-27,9241.0,11734.22,7900.32,17511.7,,8299.8,7434.43
2006-09-28,9251.0,11769.12,7877.21,17476.06,,8325.98,7444.27
2006-09-29,9281.0,11792.44,7881.28,17428.79,,8353.74,7445.65
2006-10-02,9274.0,11750.16,7846.02,17342.38,,8296.65,7416.23
2006-10-03,9241.0,11778.58,7853.99,17429.45,,8280.47,7435.03
2006-10-04,9261.0,11778.14,7849.64,17458.84,,8250.33,7428.41
2006-10-05,9256.0,11757.9,7867.4,17460.52,,8229.02,7410.14
2006-10-06,9251.0,11734.89,7842.49,17368.75,,8211.43,7384.85
2006-10-09,9266.0,11675.16,7795.07,17336.69,,8232.79,7349.88
2006-10-10,9271.0,11675.9,7782.25,17308.96,,8235.76,7349.19
2006-10-11,9266.0,11622.34,7745.55,17190.28,,8176.84,7293.77
2006-10-12,9266.0,11612.15,7745.55,17203.26,,8147.37,7290.32
2006-10-13,9251.0,11627.58,7758.95,17218.89,,8165.77,7299.77
2006-10-16,9251.0,11560.97,7725.26,17144.88,,8132.03,7255.12
2006-10-17,9201.0,11532.53,7728.04,17133.18,,8088.08,7244.88
2006-10-18,9210.0,11556.71,7764.29,17232.83,,8083.2,7266.27
2006-10-19,9196.0,11532.7,7736.18,17176.29,,8095.07,7243.8
2006-10-20,9206.0,11630.86,7781.91,17282.42,,8162.07,7326.12
2006-10-23,9206.0,11630.86,7781.91,17282.42,,8162.07,7326.12
2006-10-24,9206.0,11630.86,7781.91,17282.42,,8162.07,7326.12
2006-10-25,9206.0,11630.86,7781.91,17282.42,,8162.07,7326.12
2006-10-26,9206.0,11630.86,7781.91,17282.42,,8162.07,7326.12
2006-10-27,9206.0,11630.86,7781.91,17282.42,,8162.07,7326.12
2006-10-30,9140.0,11627.91,7787.34,17340.41,,8168.01,7316.1
2006-10-31,9156.0,11644.6,7795.66,17405.56,,8137.22,7330.08
2006-11-01,9151.0,11683.08,7830.07,17460.11,,8161.06,7359.07
2006-11-02,9156.0,11678.48,7812.29,17463.24,,8084.77,7350.08
2006-11-03,9158.0,11703.01,7815.99,17472.55,,8082.97,7354.64
2006-11-06,9171.0,11655.42,7770.06,17437.74,,8112.34,7313.98
2006-11-07,9176.0,11691.14,7771.0,17445.41,,8128.27,7319.72
2006-11-08,9156.0,11700.45,7784.39,17451.34,,8099.79,7333.01
2006-11-09,9166.0,11696.73,7777.02,17455.73,,8107.2,7328.11
2006-11-10,9161.0,11781.05,7793.94,17495.68,,8120.01,7395.66
