,USD,EUR,JPY,GBP,CNY,CAD,CHF
2020-12-04,14252.91,17308.73,13729.8,19180.14,2176.95,11086.58,15998.33
2020-12-07,14205.68,17244.27,13663.25,19083.91,2172.92,11115.56,15952.48
2020-12-08,14234.82,17236.94,13682.06,19002.06,2177.64,11124.43,15976.23
2020-12-09,14234.82,17236.94,13682.06,19002.06,2177.64,11124.43,15976.23
2020-12-10,14200.65,17167.17,13611.28,18986.27,2169.43,11090.79,15973.73
2020-12-11,14172.51,17226.69,13628.72,18866.45,2168.34,11138.41,16005.09
2020-12-14,14228.79,17265.21,13681.53,18948.48,2177.12,11151.96,16012.59
2020-12-15,14241.86,17316.68,13687.52,18998.64,2173.43,11160.46,16068.89
2020-12-16,14221.76,17286.55,13726.24,19118.31,2173.55,11196.47,16064.34
2020-12-17,14222.76,17364.57,13764.41,19250.51,2176.83,11166.49,16085.46
2020-12-18,14216.73,17424.02,13763.9,19262.25,2174.44,11159.13,16078.64
2020-12-21,14250.9,17387.52,13790.3,19034.93,2175.74,11103.16,16089.99
2020-12-22,14289.09,17485.56,13823.25,19170.24,2183.51,11119.91,16133.1
2020-12-23,14353.41,17472.41,13862.67,19220.65,2190.06,11128.4,16156.47
2020-12-24,14353.41,17472.41,13862.67,19220.65,2190.06,11128.4,16156.47
2020-12-25,14353.41,17472.41,13862.67,19220.65,2190.06,11128.4,16156.47
2020-12-28,14254.92,17408.11,13766.22,19323.97,2182.92,11098.51,16022.16
2020-12-29,14239.85,17426.73,13727.8,19193.89,2180.61,11097.14,16052.14
2020-12-30,14175.53,17418.89,13716.04,19183.74,2172.4,11074.63,16062.92
2020-12-31,14175.53,17418.89,13716.04,19183.74,2172.4,11074.63,16062.92
2021-01-01,14175.53,17418.89,13716.04,19183.74,2172.4,11074.63,16062.92
2021-01-04,13972.52,17126.12,13565.55,19128.38,2151.6,11002.85,15816.75
2021-01-05,14014.73,17191.87,13590.7,19037.61,2172.35,10984.19,15920.4
2021-01-06,13995.63,17196.43,13615.75,19043.85,2166.77,11035.82,15920.41
2021-01-07,14007.69,17260.28,13575.97,19023.84,2168.14,11051.43,15941.38
2021-01-08,14128.29,17318.46,13603.21,19157.96,2184.47,11140.43,15951.55
2021-01-11,14225.78,17324.15,13658.93,19224.72,2192.63,11162.73,16014.61
2021-01-12,14302.16,17369.97,13716.47,19342.24,2210.5,11190.17,16055.41
2021-01-13,14179.55,17324.57,13692.11,19403.3,2197.53,11163.24,16013.04
2021-01-14,14189.6,17226.17,13629.43,19334.75,2192.53,11172.91,15966.69
2021-01-15,14138.34,17176.67,13626.0,19344.08,2185.72,11177.44,15917.97
2021-01-18,14150.4,17095.1,13641.57,19220.49,2184.92,11089.66,15881.48
2021-01-19,14156.43,17126.45,13626.36,19271.15,2183.69,11124.02,15909.68
2021-01-20,14135.33,17171.6,13621.79,19304.62,2184.34,11122.3,15927.13
2021-01-21,14109.2,17110.23,13625.49,19291.51,2184.39,11180.03,15876.22
2021-01-22,14124.27,17196.3,13641.37,19372.85,2183.92,11157.49,15966.84
2021-01-25,14152.41,17222.07,13638.25,19374.65,2183.41,11133.11,15980.59
2021-01-26,14156.43,17191.57,13651.33,19357.5,2187.71,11111.8,15950.91
2021-01-27,14161.46,17216.09,13657.5,19443.68,2191.94,11142.86,15974.57
2021-01-28,14189.6,17168.0,13605.91,19400.02,2189.72,11074.38,15955.92
2021-01-29,14154.42,17136.76,13551.38,19409.96,2189.39,11016.83,15919.94
2021-02-01,14112.21,17118.11,13478.71,19378.89,2185.53,11042.42,15829.74
2021-02-02,14114.22,17057.03,13456.21,19330.84,2185.2,11002.67,15755.99
2021-02-03,14087.09,16973.53,13423.95,19275.37,2181.24,11036.58,15704.67
2021-02-04,14106.18,16976.79,13428.06,19246.47,2184.36,11041.16,15694.46
2021-02-05,14132.31,16907.9,13394.28,19330.17,2181.85,11029.67,15634.82
2021-02-08,14070.0,16931.84,13336.49,19312.48,2179.17,11020.6,15628.12
2021-02-09,14070.0,16995.15,13400.0,19384.24,2182.17,11060.45,15692.62
2021-02-10,14058.95,17038.04,13434.26,19429.47,2183.81,11073.53,15750.56
2021-02-11,14081.06,17064.84,13461.82,19476.92,2181.18,11082.21,15819.64
2021-02-12,14081.06,17064.84,13461.82,19476.92,2181.18,11082.21,15819.64
2021-02-15,14015.73,17003.88,13348.31,19479.06,2171.57,11056.9,15730.34
2021-02-16,13944.38,16935.45,13209.91,19449.62,2160.51,11057.32,15690.76
2021-02-17,14089.1,17039.36,13297.88,19558.49,2182.94,11092.03,15777.27
2021-02-18,14129.3,17018.74,13355.99,19578.97,2191.13,11122.81,15723.68
2021-02-19,14155.43,17106.84,13392.08,19753.9,2187.55,11138.99,15787.9
2021-02-22,14168.49,17172.21,13412.05,19861.39,2192.01,11242.16,15786.62
2021-02-23,14196.63,17284.4,13529.62,19990.27,2198.27,11281.49,15863.93
2021-02-24,14159.45,17220.72,13430.19,20065.36,2192.99,11265.38,15638.89
2021-02-25,14174.52,17241.89,13372.19,20039.94,2196.31,11329.65,15634.81
2021-02-26,14300.15,17421.87,13497.07,20050.24,2211.18,11359.24,15813.5
2021-03-01,14371.5,17366.52,13475.39,20104.29,2223.07,11312.58,15820.67
2021-03-02,14378.54,17304.57,13460.53,19991.92,2222.41,11350.28,15707.38
2021-03-03,14405.67,17412.13,13484.67,20107.43,2227.95,11401.4,15737.02
2021-03-04,14370.5,17322.2,13420.34,20032.48,2220.75,11352.0,15625.2
2021-03-05,14442.86,17266.44,13380.45,20040.91,2230.21,11385.78,15545.0
2021-03-08,14461.95,17235.75,13343.74,20006.66,2224.2,11436.89,15537.12
2021-03-09,14540.34,17236.12,13317.77,20113.65,2226.97,11483.45,15526.26
2021-03-10,14493.11,17222.16,13323.32,20096.15,2225.05,11446.15,15587.34
2021-03-11,14493.11,17222.16,13323.32,20096.15,2225.05,11446.15,15587.34
2021-03-12,14442.86,17295.32,13284.46,20194.01,2227.74,11518.35,15603.78
2021-03-15,14490.09,17315.66,13275.39,20177.45,2228.28,11618.1,15592.48
2021-03-16,14496.12,17290.97,13277.27,20117.72,2230.48,11616.41,15632.61
2021-03-17,14531.3,17295.15,13318.03,20182.52,2234.86,11668.92,15702.72
2021-03-18,14484.06,17337.42,13283.25,20208.16,2230.82,11695.78,15680.48
2021-03-19,14548.38,17325.67,13344.69,20239.71,2232.48,11634.05,15680.51
2021-03-22,14528.28,17272.67,13348.29,20101.33,2231.34,11615.19,15628.53
2021-03-23,14493.11,17284.48,13328.22,20054.12,2225.43,11559.35,15680.09
2021-03-24,14527.28,17204.66,13390.43,19941.6,2227.63,11529.59,15548.84
2021-03-25,14536.32,17189.2,13345.87,19920.57,2225.44,11567.06,15536.9
2021-03-26,14518.23,17105.38,13293.87,19975.63,2218.25,11528.81,15453.15
2021-03-29,14506.17,17102.77,13246.43,20001.11,2216.98,11517.4,15440.31
2021-03-30,14553.41,17133.73,13243.62,20053.14,2215.81,11564.09,15497.19
2021-03-31,14644.86,17150.6,13234.1,20104.46,2231.33,11602.65,15525.14
2021-04-01,14649.89,17177.0,13238.65,20193.41,2230.97,11642.61,15505.81
2021-04-02,14649.89,17177.0,13238.65,20193.41,2230.97,11642.61,15505.81
2021-04-05,14656.92,17189.64,13230.66,20197.24,2230.85,11647.27,15483.75
2021-04-06,14605.67,17160.2,13207.04,20246.38,2224.91,11628.72,15490.16
2021-04-07,14591.6,17241.43,13215.83,20216.66,2227.62,11635.12,15559.39
2021-04-08,14585.57,17339.33,13277.72,20177.68,2229.32,11582.28,15696.91
2021-04-09,14652.9,17406.18,13388.98,20116.97,2236.78,11616.38,15798.27
2021-04-12,14652.9,17420.83,13359.68,20094.99,2234.42,11641.3,15825.58
2021-04-13,14704.16,17478.83,13433.36,20210.87,2244.67,11715.53,15894.67
2021-04-14,14721.24,17513.86,13463.73,20247.59,2249.54,11698.38,15920.02
2021-04-15,14706.17,17600.34,13498.09,20291.57,2253.58,11732.09,16005.84
2021-04-16,14719.23,17641.0,13533.68,20281.63,2255.96,11789.53,15957.53
2021-04-19,14664.96,17564.22,13472.63,20178.98,2248.68,11718.84,15941.91
2021-04-20,14640.84,17607.07,13546.3,20320.02,2249.5,11738.03,16000.92
2021-04-21,14580.54,17597.25,13443.24,20383.59,2244.92,11672.84,15940.24
2021-04-22,14621.75,17560.72,13512.38,20369.56,2250.26,11608.25,15927.83
2021-04-23,14602.65,17564.07,13517.22,20303.52,2249.36,11679.32,15941.76
2021-04-26,14620.74,17637.0,13550.27,20289.2,2251.94,11715.34,15978.95
2021-04-27,14561.45,17622.27,13521.64,20250.61,2244.61,11685.62,15928.08
2021-04-28,14569.49,17572.26,13447.93,20197.68,2246.3,11735.39,15893.41
2021-04-29,14582.55,17612.8,13388.31,20243.5,2250.64,11762.02,15919.81
2021-04-30,14540.34,17617.08,13343.43,20272.14,2248.32,11820.45,15976.64
2021-05-03,14525.27,17571.22,13338.17,20201.75,2247.35,11835.14,15972.37
2021-05-04,14539.34,17519.9,13262.19,20148.62,2246.15,11822.52,15935.27
2021-05-05,14503.16,17408.14,13255.79,20117.33,2240.56,11777.78,15845.25
2021-05-06,14511.2,17409.09,13270.42,20164.76,2241.8,11815.98,15850.57
2021-05-07,14435.82,17383.61,13217.19,20068.68,2230.88,11782.42,15856.57
2021-05-10,14360.45,17357.48,13157.82,19992.62,2224.84,11793.09,15829.42
2021-05-11,14268.99,17369.64,13117.29,20106.43,2224.91,11784.76,15852.67
2021-05-12,14268.99,17369.64,13117.29,20106.43,2224.91,11784.76,15852.67
2021-05-13,14268.99,17369.64,13117.29,20106.43,2224.91,11784.76,15852.67
2021-05-14,14268.99,17369.64,13117.29,20106.43,2224.91,11784.76,15852.67
2021-05-17,14274.02,17368.63,13119.5,20186.32,2223.19,11806.47,15831.88
2021-05-18,14355.42,17440.4,13145.99,20252.63,2229.41,11853.21,15920.39
2021-05-19,14371.5,17563.41,13200.61,20426.21,2238.8,11955.33,16021.74
2021-05-20,14384.57,17573.63,13188.38,20397.32,2235.05,11904.8,15977.53
2021-05-21,14467.98,17636.47,13283.13,20417.21,2248.68,11922.52,16047.01
2021-05-24,14446.88,17661.31,13300.39,20526.13,2247.32,11970.24,16111.16
2021-05-25,14433.81,17602.03,13251.75,20400.75,2244.38,11952.48,16055.41
2021-05-26,14433.81,17602.03,13251.75,20400.75,2244.38,11952.48,16055.41
2021-05-27,14406.68,17664.03,13251.18,20441.64,2249.46,11967.67,16125.68
2021-05-28,14383.56,17537.87,13174.17,20315.34,2255.4,11882.33,16001.29
2021-05-31,14381.55,17542.61,13091.99,20424.68,2260.15,11903.29,16015.09
2021-06-01,14381.55,17542.61,13091.99,20424.68,2260.15,11903.29,16015.09
2021-06-02,14363.46,17524.86,13098.18,20358.77,2257.8,11909.01,15966.5
2021-06-03,14347.38,17477.98,13060.88,20281.46,2247.19,11877.95,15930.91
2021-06-04,14368.49,17513.75,13087.25,20375.96,2248.24,11912.2,15961.44
2021-06-07,14387.58,17427.68,13061.81,20323.9,2244.55,11870.94,15908.43
2021-06-08,14342.36,17443.18,13112.42,20280.1,2242.68,11862.99,15946.59
2021-06-09,14333.31,17452.24,13092.17,20270.17,2242.98,11863.36,15986.29
2021-06-10,14333.31,17475.17,13092.17,20333.23,2243.61,11857.47,15997.0
2021-06-11,14311.2,17415.3,13073.17,20165.91,2240.61,11819.62,15966.98
2021-06-14,14277.03,17375.15,13034.81,20213.42,2234.49,11807.98,15943.08
2021-06-15,14293.11,17313.24,13036.4,20133.27,2234.45,11753.24,15902.44
2021-06-16,14315.22,17362.93,12999.65,20165.85,2235.95,11769.48,15941.22
2021-06-17,14328.29,17380.22,13034.01,20208.62,2241.39,11766.68,15955.78
2021-06-18,14449.89,17267.62,13059.1,20199.5,2246.6,11736.43,15819.89
2021-06-21,14475.02,17242.64,13142.38,20089.88,2248.13,11702.66,15757.7
2021-06-22,14525.27,17276.36,13214.4,20108.78,2245.12,11662.2,15778.05
2021-06-23,14493.11,17242.45,13118.31,20099.04,2239.53,11699.31,15755.09
2021-06-24,14526.27,17338.56,13100.89,20293.2,2241.64,11815.74,15816.93
2021-06-25,14534.31,17335.07,13109.33,20307.34,2245.55,11818.43,15808.47
2021-06-28,14519.24,17341.78,13112.29,20196.26,2249.44,11803.3,15840.32
2021-06-29,14544.36,17370.33,13138.54,20258.84,2253.12,11831.42,15848.71
2021-06-30,14568.48,17343.78,13172.22,20164.23,2255.57,11768.71,15819.83
2021-07-01,14614.71,17375.43,13230.77,20225.3,2262.86,11768.97,15839.07
2021-07-02,14611.7,17307.56,13116.43,20136.38,2260.44,11771.29,15764.05
2021-07-05,14636.82,17316.82,13130.73,20132.95,2258.59,11771.61,15806.5
2021-07-06,14554.41,17277.54,13123.9,20160.77,2253.6,11794.5,15792.55
2021-07-07,14540.34,17225.94,13124.24,20151.46,2251.11,11784.05,15751.64
2021-07-08,14572.5,17236.35,13161.58,20092.56,2256.08,11710.46,15789.9
2021-07-09,14620.74,17290.49,13309.73,20160.54,2256.04,11638.86,15938.89
2021-07-12,14620.74,17299.26,13281.92,20141.53,2254.37,11675.11,15968.48
2021-07-13,14558.43,17283.77,13222.92,20182.35,2250.18,11663.54,15917.81
2021-07-14,14558.43,17251.74,13194.15,20182.35,2251.88,11680.38,15900.43
2021-07-15,14565.47,17163.95,13181.42,20171.72,2250.61,11639.34,15847.54
2021-07-16,14575.52,17270.53,13283.08,20182.72,2256.17,11654.82,15978.43
2021-07-19,14589.59,17239.06,13256.03,20216.79,2256.67,11611.29,15873.78
2021-07-20,14589.59,17239.06,13256.03,20216.79,2256.67,11611.29,15873.78
2021-07-21,14596.62,17183.14,13303.52,20010.51,2250.31,11467.22,15841.78
2021-07-22,14626.77,17228.87,13289.81,19931.9,2260.46,11540.77,15877.95
2021-07-23,14580.54,17200.66,13226.18,20013.25,2255.34,11599.47,15886.4
2021-07-26,14573.51,17157.39,13191.08,20009.43,2251.05,11597.57,15835.61
2021-07-27,14566.47,17165.13,13214.61,20053.66,2247.01,11591.05,15860.7
2021-07-28,14561.45,17151.93,13231.67,20062.77,2240.77,11569.56,15879.44
2021-07-29,14570.49,17236.89,13254.33,20242.78,2242.41,11597.02,15951.93
2021-07-30,14563.46,17298.48,13261.21,20326.22,2255.03,11682.54,16033.76
2021-08-02,14534.31,17304.55,13273.34,20311.7,2251.53,11697.63,16063.56
2021-08-03,14528.28,17266.86,13249.69,20221.91,2248.51,11650.59,16046.26
2021-08-04,14433.81,17153.14,13225.04,20081.76,2233.44,11535.97,15961.31
2021-08-05,14395.62,17060.25,13185.22,20054.54,2227.84,11483.42,15897.98
2021-08-06,14413.71,17061.51,13154.8,20055.24,2230.98,11512.55,15902.15
2021-08-09,14440.85,17058.98,13154.35,20107.44,2232.94,11545.29,15907.52
2021-08-10,14449.89,16984.4,13117.18,20027.55,2230.89,11511.1,15762.94
2021-08-11,14449.89,16984.4,13117.18,20027.55,2230.89,11511.1,15762.94
2021-08-12,14468.99,16967.78,13098.85,20058.36,2232.28,11508.9,15708.38
2021-08-13,14460.95,16990.17,13103.43,20051.55,2233.83,11561.36,15694.54
2021-08-16,14459.94,16980.31,13113.21,19957.61,2232.33,11553.16,15673.03
2021-08-17,14459.94,16980.31,13113.21,19957.61,2232.33,11553.16,15673.03
2021-08-18,14454.92,17040.91,13223.79,20038.86,2232.83,11527.05,15839.27
2021-08-19,14455.92,16943.78,13187.3,19891.35,2230.51,11461.13,15826.49
2021-08-20,14486.07,16928.42,13220.84,19811.15,2230.2,11359.84,15812.76
2021-08-23,14536.32,16971.15,13253.39,19802.83,2237.05,11259.74,15838.22
2021-08-24,14487.08,16994.79,13176.06,19779.21,2232.59,11369.55,15848.46
2021-08-25,14462.96,16966.5,13174.49,19827.27,2232.63,11448.56,15848.08
2021-08-26,14480.04,17016.94,13196.06,19881.09,2236.78,11482.07,15861.58
2021-08-27,14495.12,17052.06,13158.24,19916.29,2235.66,11494.94,15808.83
2021-08-30,14503.16,17045.56,13172.72,19873.68,2238.38,11447.75,15795.21
2021-08-31,14445.87,17050.46,13154.13,19883.3,2233.71,11454.98,15782.66
2021-09-01,14377.53,16999.99,13083.57,19799.3,2224.66,11420.71,15728.62
2021-09-02,14355.42,16962.36,13008.99,19748.75,2220.96,11404.96,15646.23
2021-09-03,14352.41,17001.86,13048.83,19790.54,2221.53,11394.42,15677.13
2021-09-06,14332.31,17018.18,13034.11,19830.18,2220.17,11428.36,15680.86
2021-09-07,14310.2,16980.48,13024.67,19813.9,2216.99,11411.64,15632.73
2021-09-08,14265.98,16945.13,12979.69,19711.3,2208.05,11358.26,15606.59
2021-09-09,14337.33,16956.76,13015.01,19738.2,2220.02,11311.5,15587.44
2021-09-10,14343.36,16972.5,13053.66,19811.05,2221.47,11301.1,15605.88
2021-09-13,14296.13,16936.63,13009.49,19841.6,2221.03,11351.54,15619.06
2021-09-14,14331.3,16898.04,13015.44,19802.99,2220.53,11312.99,15557.21
2021-09-15,14328.29,16938.9,13022.17,19866.17,2223.41,11330.29,15542.13
2021-09-16,14323.26,16938.69,13099.74,19817.66,2225.91,11301.29,15604.38
2021-09-17,14309.19,16850.5,13083.29,19781.02,2219.79,11326.83,15491.17
2021-09-20,14304.17,16851.74,13008.52,19736.89,2216.64,11321.07,15435.6
2021-09-21,14322.26,16772.8,13060.61,19588.56,2215.18,11177.91,15377.13
2021-09-22,14315.22,16800.34,13068.49,19590.38,2214.09,11225.86,15465.88
2021-09-23,14320.25,16806.25,13080.24,19532.82,2214.56,11190.32,15526.67
2021-09-24,14327.28,16794.44,13031.91,19569.63,2218.57,11307.14,15507.39
2021-09-27,14321.25,16810.28,12972.15,19645.89,2216.05,11300.6,15504.22
2021-09-28,14329.29,16752.37,12920.91,19635.43,2217.85,11326.61,15437.72
2021-09-29,14340.35,16749.53,12885.57,19604.69,2222.17,11354.2,15456.29
2021-09-30,14378.54,16778.32,12916.4,19422.53,2223.44,11335.07,15477.44
2021-10-01,14392.61,16702.62,12857.43,19345.11,2227.13,11315.83,15399.75
2021-10-04,14386.58,16659.66,12946.89,19387.36,2232.14,11328.02,15441.21
2021-10-05,14347.38,16667.35,12903.48,19459.35,2226.06,11375.98,15447.22
2021-10-06,14331.3,16622.87,12893.66,19517.8,2223.56,11384.89,15473.22
2021-10-07,14316.23,16543.84,12835.06,19409.94,2221.22,11334.2,15397.11
2021-10-08,14309.19,16542.85,12843.72,19439.03,2220.13,11370.94,15436.02
2021-10-11,14296.13,16517.75,12772.38,19445.6,2218.31,11398.6,15368.88
2021-10-12,14281.05,16527.46,12650.41,19490.78,2217.97,11471.64,15415.64
2021-10-13,14288.09,16519.89,12601.95,19428.94,2213.11,11462.57,15401.63
2021-10-14,14292.11,16517.39,12585.51,19478.72,2218.51,11486.99,15391.03
2021-10-15,14225.78,16528.93,12543.67,19509.23,2210.76,11487.23,15461.12
2021-10-18,14154.42,16429.04,12390.07,19431.19,2201.1,11467.57,15340.22
2021-10-19,14166.48,16407.62,12385.45,19440.66,2202.29,11423.66,15295.27
2021-10-20,14166.48,16407.62,12385.45,19440.66,2202.29,11423.66,15295.27
2021-10-21,14150.4,16499.37,12420.26,19519.06,2213.25,11484.78,15394.26
2021-10-22,14203.67,16538.75,12456.08,19609.59,2221.09,11517.73,15450.53
2021-10-25,14232.81,16566.99,12488.21,19656.93,2228.26,11540.43,15517.67
2021-10-26,14253.92,16605.82,12550.78,19634.77,2233.32,11546.31,15535.61
2021-10-27,14235.83,16529.22,12484.28,19624.09,2230.83,11509.28,15451.89
2021-10-28,14254.92,16532.86,12543.93,19572.01,2229.6,11479.24,15533.31
2021-10-29,14270.0,16544.64,12560.51,19625.53,2230.35,11537.84,15537.89
2021-11-01,14241.86,16596.04,12528.03,19616.74,2226.3,11527.2,15628.07
2021-11-02,14306.18,16555.11,12526.21,19529.37,2235.83,11546.55,15616.4
2021-11-03,14332.31,16608.28,12627.59,19537.8,2240.68,11553.66,15716.98
2021-11-04,14372.51,16653.43,12622.97,19575.36,2246.97,11580.46,15747.24
2021-11-05,14398.64,16636.19,12631.49,19644.06,2250.74,11609.0,15774.15
2021-11-08,14445.87,16686.42,12698.55,19439.81,2257.27,11588.22,15817.22
2021-11-09,14339.34,16594.92,12638.23,19343.77,2241.96,11516.62,15695.42
2021-11-10,14304.17,16575.67,12669.77,19405.04,2237.79,11500.38,15663.79
2021-11-11,14324.27,16563.15,12661.78,19392.2,2241.25,11534.16,15692.67
2021-11-12,14359.44,16470.28,12591.58,19225.85,2244.47,11462.79,15621.67
2021-11-15,14314.22,16395.51,12553.03,19183.92,2243.19,11368.61,15526.87
2021-11-16,14277.03,16344.34,12530.31,19152.64,2237.6,11397.92,15510.08
2021-11-17,14282.06,16245.84,12510.56,19237.93,2239.48,11405.57,15430.06
2021-11-18,14330.3,16219.03,12479.58,19275.69,2247.47,11424.94,15390.72
2021-11-19,14302.16,16210.07,12527.07,19313.64,2240.91,11342.82,15423.44
2021-11-22,14308.19,16201.16,12498.42,19237.36,2241.78,11345.8,15416.65
2021-11-23,14326.28,16144.28,12552.6,19234.46,2245.67,11334.08,15427.83
2021-11-24,14343.36,16164.97,12514.93,19189.98,2246.38,11269.14,15411.37
2021-11-25,14343.36,16097.55,12464.9,19168.47,2245.29,11318.94,15340.49
2021-11-26,14351.4,16110.88,12442.69,19141.9,2247.08,11350.36,15378.7
2021-11-29,14351.4,16148.2,12555.91,19090.23,2245.63,11256.0,15458.21
2021-11-30,14411.7,16256.4,12718.82,19225.21,2258.46,11302.41,15580.22
2021-12-01,14391.6,16338.78,12753.99,19217.1,2259.03,11240.8,15649.85
2021-12-02,14424.77,16320.18,12709.05,19163.31,2264.31,11306.45,15673.99
2021-12-03,14449.89,16363.06,12768.3,19231.36,2267.65,11294.27,15691.05
2021-12-06,14480.04,16347.97,12772.37,19222.25,2273.77,11287.84,15718.67
2021-12-07,14513.21,16388.32,12825.39,19238.71,2277.73,11332.25,15742.72
2021-12-08,14480.04,16317.56,12738.66,19200.53,2274.02,11387.26,15659.18
2021-12-09,14419.74,16275.56,12701.26,19104.71,2273.04,11409.83,15595.65
2021-12-10,14422.76,16330.89,12714.0,19049.58,2272.88,11386.09,15666.7
2021-12-13,14449.89,16308.15,12714.38,19073.85,2270.0,11363.55,15640.1
2021-12-14,14417.73,16257.43,12687.2,19068.89,2267.62,11310.68,15601.92
2021-12-15,14419.74,16272.68,12686.73,19062.9,2267.83,11257.51,15649.82
2021-12-16,14408.69,16247.24,12672.55,19130.42,2263.92,11206.01,15590.45
2021-12-17,14414.72,16317.46,12635.62,19171.58,2264.29,11271.19,15629.1
2021-12-20,14414.72,16317.46,12635.62,19171.58,2264.29,11271.19,15629.1
2021-12-21,14455.92,16294.71,12748.85,19089.04,2267.45,11182.73,15672.07
2021-12-22,14420.75,16298.33,12695.44,19091.63,2263.93,11146.9,15681.55
2021-12-23,14335.32,16161.64,12541.84,19018.67,2250.05,11108.35,15500.99
2021-12-24,14322.26,16202.77,12529.32,19161.75,2248.36,11168.33,15549.08
2021-12-27,14290.1,16202.12,12493.53,19144.45,2243.94,11142.38,15573.34
2021-12-28,14296.13,16174.64,12471.54,19158.24,2243.76,11147.08,15547.72
2021-12-29,14308.19,16202.59,12462.49,19233.07,2247.38,11181.77,15601.56
2021-12-30,14336.33,16182.85,12469.63,19249.39,2251.27,11185.4,15601.62
2021-12-31,14340.35,16208.9,12451.46,19299.24,2250.63,11194.65,15624.7
2022-01-03,14349.39,16239.2,12467.97,19394.64,2257.15,11268.56,15711.58
2022-01-04,14341.35,16276.0,12442.61,19395.24,2257.73,11317.35,15713.1
2022-01-05,14381.55,16239.65,12415.01,19405.03,2257.81,11284.07,15661.06
2022-01-06,14436.83,16317.95,12453.06,19559.02,2267.48,11355.07,15769.34
2022-01-07,14467.98,16338.69,12497.18,19531.77,2269.42,11303.11,15732.91
2022-01-10,14431.8,16325.25,12465.92,19553.65,2264.24,11343.08,15679.92
2022-01-11,14394.62,16316.3,12445.63,19566.61,2259.96,11398.97,15639.53
2022-01-12,14370.5,16311.95,12462.49,19562.56,2255.47,11363.67,15537.36
2022-01-13,14373.51,16338.37,12460.78,19592.53,2258.49,11443.88,15565.85
2022-01-14,14382.56,16495.36,12563.38,19753.01,2262.48,11519.87,15742.73
2022-01-17,14381.55,16491.32,12636.46,19751.62,2266.63,11531.99,15805.64
2022-01-18,14394.62,16453.05,12582.71,19691.84,2268.33,11504.65,15774.93
2022-01-19,14396.63,16402.08,12552.65,19642.76,2268.08,11509.94,15740.9
2022-01-20,14441.85,16372.73,12620.69,19636.58,2274.38,11552.56,15769.65
2022-01-21,14425.77,16383.35,12625.39,19662.32,2274.64,11548.01,15779.67
2022-01-24,14418.74,16346.53,12649.13,19566.23,2274.07,11511.97,15782.33
2022-01-25,14398.64,16305.02,12681.56,19495.76,2274.92,11435.66,15786.25
2022-01-26,14429.79,16301.33,12667.71,19458.57,2281.14,11413.26,15720.44
2022-01-27,14417.73,16273.29,12629.41,19461.05,2280.35,11452.64,15669.74
2022-01-28,14456.93,16196.1,12581.09,19424.33,2272.49,11404.96,15607.18
2022-01-31,14452.91,16101.99,12510.09,19332.21,2274.69,11321.41,15527.41
2022-02-01,14452.91,16101.99,12510.09,19332.21,2274.69,11321.41,15527.41
2022-02-02,14463.96,16157.69,12528.33,19427.99,2274.03,11365.68,15525.93
2022-02-03,14418.74,16277.32,12590.59,19517.21,2266.92,11357.81,15660.63
2022-02-04,14452.91,16327.45,12606.11,19595.26,2272.29,11388.31,15684.11
2022-02-07,14447.88,16552.94,12554.64,19607.22,2271.5,11367.33,15671.85
2022-02-08,14476.02,16550.43,12576.91,19597.64,2276.46,11375.15,15648.06
2022-02-09,14456.93,16491.02,12533.1,19577.57,2272.07,11402.26,15656.19
2022-02-10,14437.83,16493.78,12511.12,19592.14,2269.99,11374.64,15633.82
2022-02-11,14415.72,16482.93,12474.66,19541.95,2266.87,11378.74,15614.95
2022-02-14,14430.8,16442.45,12434.98,19565.28,2271.53,11340.51,15563.85
2022-02-15,14409.69,16300.24,12517.1,19454.52,2265.85,11273.42,15591.53
2022-02-16,14363.46,16305.4,12428.36,19485.47,2262.39,11300.91,15551.6
2022-02-17,14349.39,16341.09,12401.17,19470.69,2266.71,11316.55,15511.18
2022-02-18,14372.51,16332.92,12491.32,19533.68,2268.07,11310.7,15591.79
2022-02-21,14410.7,16395.05,12511.46,19648.99,2277.47,11367.59,15651.9
2022-02-22,14400.65,16356.26,12529.93,19639.61,2273.55,11313.26,15663.1
2022-02-23,14433.81,16352.06,12566.44,19608.33,2278.93,11329.52,15729.96
2022-02-24,14426.78,16371.51,12531.95,19633.4,2285.07,11348.95,15655.76
2022-02-25,14442.86,16236.66,12597.35,19440.09,2283.78,11278.2,15702.17
2022-02-28,14442.86,16236.66,12597.35,19440.09,2283.78,11278.2,15702.17
2022-03-01,14440.85,16141.98,12525.67,19320.41,2286.03,11277.51,15608.35
2022-03-02,14421.75,16195.63,12550.47,19377.06,2284.74,11395.19,15749.43
2022-03-03,14421.75,16195.63,12550.47,19377.06,2284.74,11395.19,15749.43
2022-03-04,14444.87,16019.36,12543.3,19216.01,2287.5,11360.5,15721.45
2022-03-07,14454.92,15923.54,12527.01,19239.5,2287.93,11373.77,15737.53
2022-03-08,14483.06,15737.29,12598.35,19074.19,2292.17,11395.01,15701.5
2022-03-09,14465.97,15772.25,12519.23,18980.8,2291.68,11279.51,15610.2
2022-03-10,14442.86,15814.93,12471.17,18977.92,2286.6,11253.59,15555.05
2022-03-11,14369.49,15884.03,12404.6,18931.8,2273.01,11208.65,15512.78
2022-03-14,14377.53,15783.65,12294.79,18777.05,2273.13,11247.38,15433.16
